date,value
2014-09-23,0.212032
2014-09-24,0.212603
2014-09-25,0.211041
2014-09-26,0.210565
2014-09-27,0.212859
2014-09-30,0.216535
2014-10-01,0.216471
2014-10-02,0.21804
2014-10-03,0.217407
2014-10-04,0.218199
2014-10-07,0.219869
2014-10-08,0.218607
2014-10-09,0.219868
2014-10-10,0.219858
2014-10-11,0.221185
2014-10-14,0.221804
2014-10-15,0.222903
2014-10-16,0.225518
2014-10-17,0.224482
2014-10-18,0.226087
2014-10-21,0.225187
2014-10-22,0.226527
2014-10-23,0.226381
2014-10-24,0.229322
2014-10-25,0.230976
2014-10-28,0.231747
2014-10-29,0.234328
2014-10-30,0.23576
2014-10-31,0.23986
2014-11-01,0.232011
2014-11-06,0.245415
2014-11-07,0.24976
2014-11-08,0.264662
2014-11-11,0.253669
2014-11-12,0.253998
2014-11-13,0.256088
2014-11-14,0.254994
2014-11-15,0.262001
2014-11-18,0.261558
2014-11-19,0.259607
2014-11-20,0.259946
2014-11-21,0.258087
2014-11-22,0.252767
2014-11-25,0.24748
2014-11-26,0.248231
2014-11-27,0.256602
2014-11-28,0.263404
2014-11-29,0.272542
2014-12-02,0.285327
2014-12-03,0.280292
2014-12-04,0.299601
2014-12-05,0.289086
2014-12-06,0.292586
2014-12-09,0.293465
2014-12-10,0.298251
2014-12-11,0.298604
2014-12-12,0.301476
2014-12-13,0.312997
2014-12-16,0.320936
2014-12-17,0.333113
2014-12-18,0.36925
2014-12-19,0.327282
2014-12-20,0.333219
2014-12-23,0.310321
2014-12-24,0.299639
2014-12-25,0.298926
2014-12-26,0.288298
2014-12-27,0.285112
2014-12-30,0.310567
2014-12-31,0.308257
