date,value
2018-10-16,0.178003
2018-10-17,0.178957
2018-10-18,0.180182
2018-10-19,0.180297
2018-10-20,0.179437
2018-10-23,0.178981
2018-10-24,0.18035
2018-10-25,0.178838
2018-10-26,0.178745
2018-10-27,0.17805
2018-10-30,0.17864
2018-10-31,0.178332
2018-11-01,0.177753
2018-11-02,0.177207
2018-11-03,0.17687
2018-11-07,0.178316
2018-11-08,0.177963
2018-11-09,0.178392
2018-11-10,0.179544
2018-11-13,0.180458
2018-11-14,0.180782
2018-11-15,0.180926
2018-11-16,0.180933
2018-11-17,0.179388
2018-11-20,0.179673
2018-11-21,0.179283
2018-11-22,0.179169
2018-11-23,0.178629
2018-11-24,0.179647
2018-11-27,0.179033
2018-11-28,0.179357
2018-11-29,0.179531
2018-11-30,0.179811
2018-12-01,0.178169
2018-12-04,0.177546
2018-12-05,0.178967
2018-12-06,0.180032
2018-12-07,0.180017
2018-12-08,0.180516
2018-12-11,0.179162
2018-12-12,0.179358
2018-12-13,0.179433
2018-12-14,0.179029
2018-12-15,0.178883
2018-12-18,0.179581
2018-12-19,0.179916
2018-12-20,0.180201
2018-12-21,0.18175
2018-12-22,0.183371
2018-12-25,0.184247
2018-12-26,0.184907
2018-12-27,0.183854
2018-12-28,0.182657
2018-12-29,0.182242
2018-12-30,0.18057
