date,value
2016-09-30,0.188585
2016-10-01,0.188946
2016-10-04,0.186793
2016-10-05,0.186982
2016-10-06,0.187887
2016-10-07,0.18745
2016-10-08,0.188037
2016-10-11,0.187719
2016-10-12,0.188269
2016-10-13,0.189128
2016-10-14,0.190984
2016-10-15,0.190356
2016-10-18,0.190079
2016-10-19,0.189328
2016-10-20,0.188572
2016-10-21,0.188604
2016-10-22,0.188414
2016-10-25,0.188691
2016-10-26,0.187933
2016-10-27,0.187911
2016-10-28,0.189309
2016-10-29,0.188416
2016-11-01,0.188664
2016-11-02,0.18803
2016-11-03,0.18764
2016-11-04,0.187633
2016-11-08,0.187883
2016-11-09,0.187471
2016-11-10,0.187262
2016-11-11,0.188109
2016-11-12,0.190882
2016-11-15,0.191473
2016-11-16,0.190478
2016-11-17,0.189197
2016-11-18,0.189917
2016-11-19,0.190916
2016-11-22,0.189905
2016-11-23,0.189209
2016-11-24,0.191131
2016-11-25,0.192291
2016-11-26,0.191094
2016-11-29,0.190594
2016-11-30,0.190709
2016-12-01,0.19092
2016-12-02,0.187464
2016-12-03,0.19028
2016-12-06,0.191018
2016-12-07,0.190356
2016-12-08,0.190023
2016-12-09,0.189063
2016-12-10,0.189255
2016-12-13,0.18639
2016-12-14,0.184318
2016-12-15,0.183027
2016-12-16,0.183993
2016-12-17,0.184253
2016-12-20,0.184377
2016-12-21,0.184443
2016-12-22,0.183492
2016-12-23,0.18327
2016-12-24,0.184182
2016-12-27,0.182991
2016-12-28,0.182367
2016-12-29,0.1817
2016-12-30,0.180753
2016-12-31,0.181637
