date,value
2019-08-31,0.171686
2019-09-03,0.171588
2019-09-04,0.172173
2019-09-05,0.171249
2019-09-06,0.170272
2019-09-07,0.170043
2019-09-10,0.16953
2019-09-11,0.169477
2019-09-12,0.169261
2019-09-13,0.168398
2019-09-14,0.166693
2019-09-17,0.165559
2019-09-18,0.166344
2019-09-19,0.166528
2019-09-20,0.165739
2019-09-21,0.165165
2019-09-24,0.165479
2019-09-25,0.164732
2019-09-26,0.165506
2019-09-27,0.165853
2019-09-28,0.166095
2019-10-01,0.166503
2019-10-02,0.167386
2019-10-03,0.168224
2019-10-04,0.167336
2019-10-05,0.167183
2019-10-08,0.166573
2019-10-09,0.166508
2019-10-10,0.166784
2019-10-11,0.165864
2019-10-12,0.164835
2019-10-15,0.165185
2019-10-16,0.164978
2019-10-17,0.16502
2019-10-18,0.164022
2019-10-19,0.163922
2019-10-22,0.16352
2019-10-23,0.163203
2019-10-24,0.163936
2019-10-25,0.164129
2019-10-26,0.164476
2019-10-29,0.164645
2019-10-30,0.164513
2019-10-31,0.164345
2019-11-01,0.164083
2019-11-02,0.164392
2019-11-06,0.162853
2019-11-07,0.163476
2019-11-08,0.163893
2019-11-09,0.163987
2019-11-12,0.16433
2019-11-13,0.164157
2019-11-14,0.164882
2019-11-15,0.165309
2019-11-16,0.164543
2019-11-19,0.164516
2019-11-20,0.164671
2019-11-21,0.165184
2019-11-22,0.165257
2019-11-23,0.165127
2019-11-26,0.165116
2019-11-27,0.165524
2019-11-28,0.165562
2019-11-29,0.165838
2019-11-30,0.165875
2019-12-03,0.166616
2019-12-04,0.165619
2019-12-05,0.165653
2019-12-06,0.165416
2019-12-07,0.165513
2019-12-10,0.165185
2019-12-11,0.164573
2019-12-12,0.164538
2019-12-13,0.164361
2019-12-14,0.162637
2019-12-17,0.163152
2019-12-18,0.162538
2019-12-19,0.162712
2019-12-20,0.162718
2019-12-21,0.162783
2019-12-24,0.162734
2019-12-25,0.163201
2019-12-26,0.163023
2019-12-27,0.163115
2019-12-28,0.162973
2019-12-31,0.162174
